zone_id,center_lat,center_lng,violation_count,risk_score,impact_score,severity,enforcement_priority,impact_risk_component,impact_density_component,impact_peak_hour_component,impact_road_impact_component,impact_poi_component,impact_repeat_offender_component
Z_50_45,12.927477477477478,77.51064814814815,1,6.7448986e-05,0.13176517576707747,LOW,1084,6.7448986e-05,0.0,0.0,0.4,0.7174494107065594,0.0
Z_50_46,12.927477477477478,77.51527777777777,8,2.0402234e-05,0.10689624577490803,LOW,1221,2.0402234e-05,0.1666117550729532,0.0,0.0,0.7356777408971238,0.0
Z_50_50,12.927477477477478,77.53379629629629,3,6.179852e-05,0.09572927819646168,LOW,1281,6.179852e-05,0.07678226434655998,0.0,0.0,0.8035428577060016,0.0
Z_50_53,12.927477477477478,77.54768518518519,19,0.0036187014,0.1416216852785313,LOW,1001,0.0036187014,0.25506516112190586,0.0,0.03157894736842105,0.8478620047070184,0.0
Z_50_54,12.927477477477478,77.5523148148148,326,0.997256,0.5172843516689779,HIGH,294,0.997256,0.5645912633344622,0.03680981595092025,0.046012269938650305,0.8663100462156047,0.06134969325153372
Z_50_55,12.927477477477478,77.55694444444444,1,5.317975e-05,0.08842516706162963,LOW,1324,5.317975e-05,0.0,0.0,0.0,0.8840921313667162,0.0
Z_50_57,12.927477477477478,77.5662037037037,12,0.9986934,0.47784615930926516,MEDIUM,462,0.9986934,0.20734587629025927,0.25,0.049999999999999996,0.9176896207664974,0.0
Z_50_58,12.927477477477478,77.57083333333333,8,4.5819495e-05,0.12662798134608538,LOW,1108,4.5819495e-05,0.1666117550729532,0.0,0.0,0.9329188448232115,0.0
Z_50_59,12.927477477477478,77.57546296296296,2,0.0033647746,0.14956010423201324,LOW,950,0.0033647746,0.04491474536319661,0.0,0.3,0.9456772267684076,0.0
Z_50_60,12.927477477477478,77.58009259259259,958,0.9990017,0.5603632557369607,HIGH,108,0.9990017,0.6837757791277222,0.030271398747390398,0.0037578288100208767,0.9552552559914239,0.232776617954071
Z_50_61,12.927477477477478,77.58472222222223,834,0.9982432,0.554678091596808,HIGH,122,0.9982432,0.6684381672703582,0.03597122302158273,0.08729016786570742,0.9547430502328549,0.07553956834532372
Z_50_62,12.927477477477478,77.58935185185184,19,0.99950206,0.47082896007952,MEDIUM,484,0.99950206,0.25506516112190586,0.10526315789473684,0.03157894736842105,0.9417581148980644,0.052631578947368474
Z_50_63,12.927477477477478,77.59398148148148,11,4.8185513e-05,0.13244265728970772,LOW,1077,4.8185513e-05,0.19847927405631657,0.0,0.0,0.9273234682413526,0.0
Z_50_64,12.927477477477478,77.59861111111111,69,0.9992925,0.5837259471771058,CRITICAL,43,0.9992925,0.39383796451538916,0.13043478260869565,0.5565217391304348,0.9198218869604277,0.10144927536231885
Z_50_66,12.927477477477478,77.60787037037036,167,0.9996879,0.5764411243734341,CRITICAL,57,0.9996879,0.4908166061429198,0.0718562874251497,0.46706586826347307,0.9274268760589323,0.04790419161676651
Z_50_67,12.927477477477478,77.6125,1,5.1561066e-05,0.09289031005039264,LOW,1298,5.1561066e-05,0.0,0.0,0.0,0.9287484173012175,0.0
Z_50_68,12.927477477477478,77.61712962962963,212,0.9999536,0.5536722892970949,HIGH,125,0.9999536,0.5171062543575009,0.21226415094339623,0.01320754716981132,0.9285928381186246,0.23584905660377353
Z_50_69,12.927477477477478,77.62175925925925,156,0.9962871,0.5267012126605112,HIGH,241,0.9962871,0.48331523430273826,0.1346153846153846,0.0,0.9236996439622334,0.1858974358974359
Z_50_70,12.927477477477478,77.62638888888888,3,5.775516e-05,0.10669741787627585,LOW,1224,5.775516e-05,0.07678226434655998,0.0,0.0,0.9132363845805,0.0
Z_50_71,12.927477477477478,77.63101851851852,53,0.0026973381,0.17859874488028749,MEDIUM,755,0.0026973381,0.3650910291292698,0.0,0.08679245283018867,0.8986567723024754,0.018867924528301883
Z_50_72,12.927477477477478,77.63564814814815,91,0.99857056,0.49693543364082965,MEDIUM,386,0.99857056,0.4241115942445715,0.054945054945054944,0.03956043956043956,0.8847599442188879,0.09890109890109888
Z_50_79,12.927477477477478,77.66805555555555,20,5.339047e-05,0.1326974318301623,LOW,1076,5.339047e-05,0.26046981310323986,0.0,0.0,0.8058745206739859,0.0
Z_50_80,12.927477477477478,77.67268518518519,1,5.516061e-05,0.07911121506529561,LOW,1404,5.516061e-05,0.0,0.0,0.0,0.7909466688195643,0.0
Z_50_81,12.927477477477478,77.6773148148148,1207,0.99973065,0.5523690752662943,HIGH,132,0.99973065,0.7093456348353708,0.17315658657829328,0.0024855012427506215,0.7752356394570097,0.06710853355426682
Z_50_82,12.927477477477478,77.68194444444444,822,0.999718,0.5294745459890533,HIGH,232,0.999718,0.6668346643566354,0.10583941605839416,0.00437956204379562,0.7588807373701459,0.03771289537712896
Z_50_83,12.927477477477478,77.68657407407407,45,0.0006796997,0.15742475178331503,LOW,898,0.0006796997,0.3473293298980115,0.06666666666666667,0.008888888888888889,0.741994203282107,0.022222222222222254
Z_50_85,12.927477477477478,77.69583333333333,234,0.99195975,0.538550926262622,HIGH,192,0.99195975,0.5279945419747533,0.05982905982905983,0.3111111111111111,0.7117605252347865,0.0854700854700855
Z_50_94,12.927477477477478,77.7375,1,1.68751e-05,0.06349901494000071,LOW,1484,1.68751e-05,0.0,0.0,0.0,0.6349395241009254,0.0
Z_51_40,12.93198198198198,77.4875,9,0.00017721257,0.1189834152198678,LOW,1153,0.00017721257,0.1782828967753459,0.0,0.13333333333333333,0.6327367209051618,0.0
Z_51_44,12.93198198198198,77.50601851851852,1,2.6065907e-05,0.07033409438072273,LOW,1457,2.6065907e-05,0.0,0.0,0.0,0.7032627460803202,0.0
Z_51_46,12.93198198198198,77.51527777777777,112,0.99742717,0.49547780709448297,MEDIUM,391,0.99742717,0.44688651963645015,0.05357142857142857,0.16785714285714284,0.7365805587949719,0.0
Z_51_51,12.93198198198198,77.53842592592592,1,5.9418846e-05,0.08194288060812392,LOW,1385,5.9418846e-05,0.0,0.0,0.0,0.8192505495398359,0.0
Z_51_52,12.93198198198198,77.54305555555555,5,6.402794e-05,0.10766830237959729,LOW,1220,6.402794e-05,0.12169700970975657,0.0,0.0,0.8330969205506368,0.0
Z_51_54,12.93198198198198,77.5523148148148,3,6.214643e-05,0.10160567243570548,LOW,1250,6.214643e-05,0.07678226434655998,0.0,0.0,0.8623057563805097,0.0
Z_51_55,12.93198198198198,77.55694444444444,10,4.090066e-05,0.12573942251658102,LOW,1113,4.090066e-05,0.18884072868449686,0.0,0.0,0.8795900658111421,0.0
Z_51_56,12.93198198198198,77.56157407407407,5,4.2166794e-05,0.11392790966460711,LOW,1190,4.2166794e-05,0.12169700970975657,0.0,0.0,0.8957585768363061,0.0
Z_51_57,12.93198198198198,77.5662037037037,10,3.8028546e-05,0.128800996525158,LOW,1099,3.8028546e-05,0.18884072868449686,0.0,0.0,0.9102144222405327,0.0
Z_51_59,12.93198198198198,77.57546296296296,1,0.00010072985,0.09331790376311183,LOW,1295,0.00010072985,0.0,0.0,0.0,0.9328768480665821,0.0
Z_51_60,12.93198198198198,77.58009259259259,74,0.0073613995,0.1935645990358118,MEDIUM,682,0.0073613995,0.4014805389138883,0.02702702702702703,0.05945945945945946,0.9403304438336155,0.04054054054054057
Z_51_61,12.93198198198198,77.58472222222223,540,0.99850404,0.5272449067490255,HIGH,240,0.99850404,0.6203611364557995,0.03888888888888889,0.014444444444444444,0.9395479404310613,0.01666666666666672
Z_51_62,12.93198198198198,77.58935185185184,1,0.00010072985,0.0930956814624751,LOW,1296,0.00010072985,0.0,0.0,0.0,0.9306546250602149,0.0
Z_51_63,12.93198198198198,77.59398148148148,46,0.0019200579,0.18372160274192165,MEDIUM,723,0.0019200579,0.3497116451994074,0.10869565217391304,0.0,0.9255108236453244,0.04347826086956519
Z_51_64,12.93198198198198,77.59861111111111,1,8.799921e-05,0.09218071358442062,LOW,1302,8.799921e-05,0.0,0.0,0.0,0.9215431382177444,0.0
Z_51_65,12.93198198198198,77.60324074074074,35,0.9992059,0.4750412613223743,MEDIUM,474,0.9992059,0.32017628376607316,0.05714285714285714,0.03428571428571428,0.9181566098482651,0.05714285714285716
Z_51_66,12.93198198198198,77.60787037037036,612,0.9999535,0.604666164159761,CRITICAL,18,0.9999535,0.6342017907074238,0.23039215686274508,0.1284313725490196,0.9264366315285221,0.3137254901960784
Z_51_67,12.93198198198198,77.6125,136,0.9999666,0.5346781979705344,HIGH,210,0.9999666,0.468220711387679,0.21323529411764705,0.07647058823529412,0.9317641029356837,0.044117647058823484
Z_51_68,12.93198198198198,77.61712962962963,105,0.996689,0.5143681891458605,MEDIUM,308,0.996689,0.4398027024983396,0.18095238095238095,0.00380952380952381,0.9301996594717067,0.06666666666666665
Z_51_69,12.93198198198198,77.62175925925925,83,0.009681836,0.19753129099786979,MEDIUM,658,0.009681836,0.4140343417963598,0.07228915662650602,0.0,0.9254276333398238,0.08433734939759041
Z_51_70,12.93198198198198,77.62638888888888,6,0.0049571176,0.14580916994493082,LOW,974,0.0049571176,0.13877280339348327,0.16666666666666666,0.0,0.9156747396116477,0.0
Z_51_71,12.93198198198198,77.63101851851852,693,0.999954,0.5665754851941127,HIGH,85,0.999954,0.6479495467902607,0.18037518037518038,0.02683982683982684,0.9033269572373047,0.1558441558441559
Z_51_72,12.93198198198198,77.63564814814815,16,0.00030375028,0.17139428919063154,LOW,796,0.00030375028,0.23706238803706473,0.0,0.025,0.8889068650052834,0.3125
Z_51_81,12.93198198198198,77.6773148148148,10,0.0019178697,0.1343000857432176,LOW,1062,0.0019178697,0.18884072868449686,0.0,0.12,0.7795657910606145,0.0
Z_51_82,12.93198198198198,77.68194444444444,24,0.9648466,0.4504652968566517,MEDIUM,518,0.9648466,0.27978352920413174,0.041666666666666664,0.15,0.763046077089406,0.0
Z_51_83,12.93198198198198,77.68657407407407,1956,0.99876034,0.5692940973775835,CRITICAL,76,0.99876034,0.7627878799472853,0.04959100204498978,0.16359918200409,0.7459818769939832,0.10531697341513291
Z_51_84,12.93198198198198,77.6912037037037,6268,0.34326348,0.43514497500875626,MEDIUM,526,0.34326348,0.8917507241617362,0.028238672622846205,0.12322910019144863,0.7284737011345022,0.5824824505424377
Z_51_85,12.93198198198198,77.69583333333333,257,0.023089577,0.26353184563204535,MEDIUM,546,0.023089577,0.5383379045197145,0.023346303501945526,0.37587548638132295,0.7193350044434947,0.1712062256809338
Z_51_95,12.93198198198198,77.74212962962963,2,7.231424e-05,0.16255243301631994,LOW,860,7.231424e-05,0.04491474536319661,0.0,0.6,0.6354778967197178,0.0
Z_52_41,12.936486486486485,77.49212962962963,40,3.1874817e-05,0.13512801142351133,LOW,1054,3.1874817e-05,0.3345827099224681,0.0,0.0,0.6570190699353339,0.025000000000000022
Z_52_45,12.936486486486485,77.51064814814815,24,0.008913283,0.1863270032791493,MEDIUM,709,0.008913283,0.27978352920413174,0.041666666666666664,0.32499999999999996,0.7269631246742554,0.0
Z_52_46,12.936486486486485,77.51527777777777,59,0.9775994,0.46449133022865974,MEDIUM,496,0.9775994,0.3767621708316624,0.0847457627118644,0.04745762711864407,0.7433364569243095,0.016949152542372836
Z_52_47,12.936486486486485,77.5199074074074,352,0.999723,0.5159179550674124,HIGH,304,0.999723,0.5730663013855012,0.10511363636363637,0.03068181818181818,0.7590481719874567,0.051136363636363646
Z_52_48,12.936486486486485,77.52453703703704,4,4.5163913e-05,0.09770693580341197,LOW,1269,4.5163913e-05,0.10150063242878588,0.0,0.0,0.773932601430725,0.0
Z_52_49,12.936486486486485,77.52916666666667,2,0.0021838415,0.23845459355193238,MEDIUM,568,0.0021838415,0.04491474536319661,1.0,0.0,0.7881649199358715,0.0
Z_52_50,12.936486486486485,77.53379629629629,70,0.9979063,0.48498147971987243,MEDIUM,440,0.9979063,0.39540924464774435,0.1,0.01714285714285714,0.8038487547318052,0.08571428571428574
Z_52_51,12.936486486486485,77.53842592592592,236,0.004451519,0.23302772861763174,MEDIUM,576,0.004451519,0.5289333051524866,0.00847457627118644,0.0,0.8183781529017964,0.4279661016949152
Z_52_53,12.936486486486485,77.54768518518519,10,0.0012352766,0.15248341513973668,LOW,926,0.0012352766,0.18884072868449686,0.2,0.0,0.843446864006146,0.0
Z_52_54,12.936486486486485,77.5523148148148,14,0.0007655563,0.1376059789579346,LOW,1031,0.0007655563,0.22319764213854246,0.0,0.0,0.855939264901568,0.0714285714285714
Z_52_55,12.936486486486485,77.55694444444444,42,0.9988285,0.48154763440547516,MEDIUM,448,0.9988285,0.339858630463398,0.047619047619047616,0.11428571428571427,0.8726068851311808,0.023809523809523836
Z_52_56,12.936486486486485,77.56157407407407,12,0.002812177,0.1661298100636147,LOW,828,0.002812177,0.20734587629025927,0.0,0.2333333333333333,0.8881698169943218,0.0
Z_52_57,12.936486486486485,77.5662037037037,2,4.4609973e-05,0.09921165123251327,LOW,1263,4.4609973e-05,0.04491474536319661,0.0,0.0,0.9021531916725405,0.0
Z_52_58,12.936486486486485,77.57083333333333,5,5.518681e-05,0.11573057675646845,LOW,1178,5.518681e-05,0.12169700970975657,0.0,0.0,0.9137461877132472,0.0
Z_52_59,12.936486486486485,77.57546296296296,138,0.9987691,0.501880390346002,MEDIUM,360,0.9987691,0.46982615096687963,0.036231884057971016,0.008695652173913044,0.9212500851854787,0.09420289855072461
Z_52_60,12.936486486486485,77.58009259259259,76,0.00027810386,0.19754559725203796,MEDIUM,657,0.00027810386,0.40439579642454015,0.039473684210526314,0.0,0.9224090153900513,0.1842105263157895
Z_52_61,12.936486486486485,77.58472222222223,451,0.9999447,0.5482197977742189,HIGH,149,0.9999447,0.6004510483295702,0.2017738359201774,0.0026607538802660754,0.9215947985034715,0.053215077605321515
Z_52_63,12.936486486486485,77.59398148148148,104,0.011561004,0.21305033720278638,MEDIUM,614,0.011561004,0.4387527098785857,0.009615384615384616,0.0,0.92504570770093,0.27884615384615385
Z_52_64,12.936486486486485,77.59861111111111,25,0.0033931083,0.1900856039027082,MEDIUM,692,0.0033931083,0.2841281406368193,0.24,0.0,0.9224204322808799,0.040000000000000036
Z_52_65,12.936486486486485,77.60324074074074,269,0.9952089,0.5489533046650505,HIGH,147,0.9952089,0.5433739259046156,0.02973977695167286,0.2587360594795539,0.9212476570272017,0.06319702602230481
Z_52_66,12.936486486486485,77.60787037037036,219,0.99996066,0.5733408717104571,CRITICAL,64,0.99996066,0.5206881541529628,0.1461187214611872,0.29863013698630136,0.9245703981102116,0.1004566210045662
Z_52_67,12.936486486486485,77.6125,298,0.9999646,0.545710234160994,HIGH,155,0.9999646,0.5546752061882708,0.1610738255033557,0.07248322147651007,0.9270525371642916,0.07046979865771807
Z_52_68,12.936486486486485,77.61712962962963,1023,0.9999621,0.5656020261627837,HIGH,90,0.9999621,0.6910403791190398,0.13978494623655913,0.036168132942326486,0.9250796220138634,0.08504398826979476
Z_52_69,12.936486486486485,77.62175925925925,74,0.0045246934,0.18587899840767017,MEDIUM,714,0.0045246934,0.4014805389138883,0.02702702702702703,0.016216216216216217,0.9233359072539373,0.05405405405405406
Z_52_70,12.936486486486485,77.62638888888888,135,0.9999641,0.5217057982538273,HIGH,267,0.9999641,0.46740918107674473,0.22962962962962963,0.0044444444444444444,0.9164211616333875,0.014814814814814836
Z_52_71,12.936486486486485,77.63101851851852,31,0.9987436,0.47531752829735574,MEDIUM,472,0.9987436,0.3071290573862399,0.0967741935483871,0.019354838709677417,0.9039764712848043,0.06451612903225812
Z_52_72,12.936486486486485,77.63564814814815,1,5.1217386e-05,0.0889926053755802,LOW,1320,5.1217386e-05,0.0,0.0,0.0,0.8897724015926668,0.0
Z_52_83,12.936486486486485,77.68657407407407,8,3.1758576e-05,0.10820686893099457,LOW,1218,3.1758576e-05,0.1666117550729532,0.0,0.0,0.7487499034276546,0.0
Z_52_84,12.936486486486485,77.6912037037037,1885,0.99759835,0.5887051320881962,CRITICAL,36,0.99759835,0.7586943041670396,0.05676392572944297,0.21050397877984084,0.7345864356902885,0.24137931034482762
Z_52_85,12.936486486486485,77.69583333333333,298,0.9957014,0.5219666572081681,HIGH,265,0.9957014,0.5546752061882708,0.08389261744966443,0.1651006711409396,0.7262319376444166,0.023489932885906062
Z_52_86,12.936486486486485,77.70046296296296,406,0.9987041,0.5261414860644481,HIGH,244,0.9987041,0.5888343541052955,0.10591133004926108,0.09950738916256158,0.717929312682538,0.061576354679802936
Z_52_87,12.936486486486485,77.70509259259259,93,0.019522173,0.2082535082277126,MEDIUM,626,0.019522173,0.42649390954596744,0.11827956989247312,0.16774193548387095,0.7096904178200147,0.032258064516129004
Z_52_90,12.936486486486485,77.71898148148148,3,8.230245e-05,0.11454176807573735,LOW,1185,8.230245e-05,0.07678226434655998,0.0,0.19999999999999998,0.6916062446981631,0.0
Z_52_95,12.936486486486485,77.74212962962963,1,7.750359e-05,0.15464092906679205,LOW,912,7.750359e-05,0.0,0.0,0.6,0.6461767798935534,0.0
Z_52_96,12.936486486486485,77.74675925925925,57,0.007629776,0.2019208423212865,MEDIUM,643,0.007629776,0.37300678095844975,0.05263157894736842,0.32280701754385965,0.6345160584912377,0.052631578947368474
Z_53_41,12.94099099099099,77.49212962962963,33,2.5738e-05,0.1335615458551324,LOW,1069,2.5738e-05,0.31384465238362474,0.030303030303030304,0.0,0.6623943943302812,0.0
Z_53_42,12.94099099099099,77.49675925925925,3,3.9245795e-05,0.08343570444561449,LOW,1362,3.9245795e-05,0.07678226434655998,0.0,0.0,0.6806747783724147,0.0
Z_53_48,12.94099099099099,77.52453703703704,227,0.99981934,0.5187510712431165,HIGH,279,0.99981934,0.5246447673185672,0.14537444933920704,0.06872246696035242,0.7823754976307346,0.03524229074889873
Z_53_49,12.94099099099099,77.52916666666667,11,0.99318004,0.47732896761762444,MEDIUM,464,0.99318004,0.19847927405631657,0.18181818181818182,0.21818181818181817,0.7967908992199221,0.0
Z_53_50,12.94099099099099,77.53379629629629,8,0.0030790768,0.16523110755095427,LOW,837,0.0030790768,0.1666117550729532,0.25,0.0,0.8098503349574933,0.125
Z_53_51,12.94099099099099,77.53842592592592,1,6.615193e-05,0.08214125225688455,LOW,1380,6.615193e-05,0.0,0.0,0.0,0.8212140667685722,0.0
Z_53_53,12.94099099099099,77.54768518518519,44,0.9981883,0.49917865048071147,MEDIUM,374,0.9981883,0.34489465184829904,0.09090909090909091,0.20454545454545453,0.8415230405259805,0.022727272727272707
Z_53_55,12.94099099099099,77.55694444444444,5,6.1009257e-05,0.11071631777120752,LOW,1205,6.1009257e-05,0.12169700970975657,0.0,0.0,0.8635861305055734,0.0
Z_53_56,12.94099099099099,77.56157407407407,48,0.004328801,0.16997387476841616,LOW,804,0.004328801,0.35432787113352654,0.0,0.024999999999999998,0.8780966026913074,0.0625
Z_53_57,12.94099099099099,77.5662037037037,442,0.9972562,0.5181081862823672,HIGH,289,0.9972562,0.5982231284761393,0.020361990950226245,0.009502262443438913,0.8915094220422367,0.0565610859728507
Z_53_58,12.94099099099099,77.57083333333333,771,0.9999758,0.5558973566782583,HIGH,118,0.9999758,0.6597483076219774,0.11673151750972763,0.01245136186770428,0.903103376195706,0.1426718547341116
Z_53_59,12.94099099099099,77.57546296296296,98,0.9972308,0.4939449735337355,MEDIUM,400,0.9972308,0.43223474810401,0.0,0.012244897959183673,0.9118589458570436,0.15306122448979587
Z_53_60,12.94099099099099,77.58009259259259,63,6.933011e-05,0.176261123787898,MEDIUM,767,6.933011e-05,0.3839113217327999,0.031746031746031744,0.0,0.9152155247058408,0.031746031746031744
Z_53_61,12.94099099099099,77.58472222222223,490,0.9999703,0.5434333674530485,HIGH,163,0.9999703,0.6096188700339638,0.16122448979591836,0.00489795918367347,0.9190624752176146,0.04693877551020409
Z_53_63,12.94099099099099,77.59398148148148,13,0.0034754334,0.1593673982286626,LOW,885,0.0034754334,0.21555506774004324,0.15384615384615385,0.0,0.9213683154594895,0.0
Z_53_64,12.94099099099099,77.59861111111111,3,0.0020183567,0.15793918312597516,LOW,893,0.0020183567,0.07678226434655998,0.3333333333333333,0.0,0.9197722320136565,0.0
Z_53_65,12.94099099099099,77.60324074074074,4,0.0022302968,0.22552747782259885,MEDIUM,592,0.0022302968,0.10150063242878588,0.75,0.0,0.9205826224909092,0.0
Z_53_66,12.94099099099099,77.60787037037036,58,0.99939585,0.5209792040513009,HIGH,270,0.99939585,0.3749003893259947,0.10344827586206896,0.07241379310344828,0.9221485474855572,0.27586206896551724
Z_53_67,12.94099099099099,77.6125,7,0.9989876,0.4567024317027589,MEDIUM,507,0.9989876,0.15356452869311996,0.14285714285714285,0.0857142857142857,0.920075152249447,0.0
Z_53_68,12.94099099099099,77.61712962962963,9,0.9989071,0.5471181077706676,HIGH,151,0.9989071,0.1782828967753459,0.6666666666666666,0.13333333333333333,0.9178940164557894,0.0
Z_53_69,12.94099099099099,77.62175925925925,160,0.9999726,0.5363240685633928,HIGH,204,0.9999726,0.4861021332914948,0.19375,0.06,0.9167435542514375,0.09375
Z_53_70,12.94099099099099,77.62638888888888,50,0.011941898,0.21942699491727,MEDIUM,605,0.011941898,0.3587593977468213,0.34,0.0,0.9109254583022138,0.020000000000000018
Z_53_71,12.94099099099099,77.63101851851852,12,9.42651e-05,0.1482173193886451,LOW,961,9.42651e-05,0.20734587629025927,0.0,0.0,0.9005319793216492,0.16666666666666663
Z_53_82,12.94099099099099,77.68194444444444,1,4.127828e-05,0.07677353046297275,LOW,1426,4.127828e-05,0.0,0.0,0.0,0.7676114697865477,0.0
Z_53_83,12.94099099099099,77.68657407407407,4,2.3123857e-05,0.09533415259139015,LOW,1285,2.3123857e-05,0.10150063242878588,0.0,0.0,0.7502708894798288,0.0
Z_53_84,12.94099099099099,77.6912037037037,29,8.959113e-05,0.1619910471344201,LOW,865,8.959113e-05,0.2999799064851025,0.0,0.18620689655172415,0.7403715401450793,0.0
Z_53_85,12.94099099099099,77.69583333333333,1903,0.072170004,0.3297240547846375,MEDIUM,533,0.072170004,0.7597465131633478,0.0394114555964267,0.47630057803468207,0.7324934167668709,0.05517603783499736
Z_53_86,12.94099099099099,77.70046296296296,3,1.7378798e-05,0.08777995078278208,LOW,1329,1.7378798e-05,0.07678226434655998,0.0,0.0,0.7241828427420045,0.0
Z_53_90,12.94099099099099,77.71898148148148,7,9.502792e-05,0.11374596136013804,LOW,1191,9.502792e-05,0.15356452869311996,0.0,0.0857142857142857,0.7014740438737166,0.0
Z_53_96,12.94099099099099,77.74675925925925,107,0.99286485,0.5044348163560161,MEDIUM,349,0.99286485,0.44187329347582976,0.102803738317757,0.24299065420560748,0.6446237978840799,0.01869158878504673
Z_53_97,12.94099099099099,77.75138888888888,3,3.0297873e-05,0.07855292963982907,LOW,1412,3.0297873e-05,0.07678226434655998,0.0,0.0,0.6318738740779681,0.0
Z_54_40,12.945495495495495,77.4875,9,4.563569e-05,0.10053498205060701,LOW,1255,4.563569e-05,0.1782828967753459,0.0,0.0,0.6486471198811852,0.0
Z_54_41,12.945495495495495,77.49212962962963,4,2.859231e-05,0.08704461374437053,LOW,1333,2.859231e-05,0.10150063242878588,0.0,0.0,0.6673590956487938,0.0
Z_54_42,12.945495495495495,77.49675925925925,22,9.243894e-05,0.15181538146351806,LOW,931,9.243894e-05,0.2705470655514515,0.0,0.1636363636363636,0.6858732757924252,0.045454545454545414
Z_54_48,12.945495495495495,77.52453703703704,59,0.9885678,0.5058199227415843,MEDIUM,343,0.9885678,0.3767621708316624,0.11864406779661017,0.24745762711864408,0.7898187367741072,0.0
Z_54_49,12.945495495495495,77.52916666666667,100,0.9997719,0.5359047613169425,HIGH,206,0.9997719,0.4344502897973895,0.23,0.194,0.8048311756873779,0.050000000000000044
Z_54_50,12.945495495495495,77.53379629629629,51,0.99801993,0.5704910131617132,CRITICAL,72,0.99801993,0.3609104049833793,0.23529411764705882,0.5058823529411764,0.8184411660452819,0.05882352941176472
Z_54_51,12.945495495495495,77.53842592592592,8,0.99894136,0.5022757325631273,MEDIUM,358,0.99894136,0.1666117550729532,0.5,0.075,0.830209729772934,0.0
Z_54_52,12.945495495495495,77.54305555555555,1,0.00096927484,0.23425384948559114,MEDIUM,574,0.00096927484,0.0,1.0,0.0,0.8396306703279733,0.0
Z_54_54,12.945495495495495,77.5523148148148,2,5.572171e-05,0.09446116549352021,LOW,1287,5.572171e-05,0.04491474536319661,0.0,0.0,0.8546149990644332,0.0
Z_54_57,12.945495495495495,77.5662037037037,77,0.0073439246,0.18791218275766877,MEDIUM,705,0.0073439246,0.40582515034657585,0.012987012987012988,0.015584415584415584,0.885699492864546,0.11688311688311692
Z_54_58,12.945495495495495,77.57083333333333,1539,0.99998045,0.5584766138073319,HIGH,114,0.99998045,0.736243221893006,0.06627680311890838,0.02729044834307992,0.8985631069656627,0.07342430149447698
Z_54_59,12.945495495495495,77.57546296296296,102,0.99723357,0.4827779778687791,MEDIUM,444,0.99723357,0.4366223866850346,0.00980392156862745,0.011764705882352941,0.9108734525332317,0.019607843137254943
Z_54_60,12.945495495495495,77.58009259259259,65,0.0017437763,0.19113733084292628,MEDIUM,688,0.0017437763,0.3873200027408134,0.03076923076923077,0.0,0.9161173584395307,0.16923076923076918
Z_54_61,12.945495495495495,77.58472222222223,57,0.9992835,0.5095715517870685,MEDIUM,324,0.9992835,0.37300678095844975,0.08771929824561403,0.1789473684210526,0.9167637589600752,0.03508771929824561
Z_54_62,12.945495495495495,77.58935185185184,196,0.9999578,0.5656576198942735,HIGH,89,0.9999578,0.508456133318118,0.3469387755102041,0.015306122448979591,0.9178516974571524,0.1785714285714286
Z_54_63,12.945495495495495,77.59398148148148,304,0.99970204,0.5260796453534844,HIGH,245,0.99970204,0.5568760744515528,0.05263157894736842,0.0019736842105263154,0.9180037465445401,0.14802631578947367
Z_54_64,12.945495495495495,77.59861111111111,98,0.98811716,0.5233911633666097,HIGH,259,0.98811716,0.43223474810401,0.16326530612244897,0.0,0.9152947438519299,0.24489795918367352
Z_54_65,12.945495495495495,77.60324074074074,33,0.99942744,0.4779025487656487,MEDIUM,461,0.99942744,0.31384465238362474,0.12121212121212122,0.03636363636363636,0.9166902331787384,0.0
Z_54_66,12.945495495495495,77.60787037037036,22,0.99922824,0.4850799154797651,MEDIUM,438,0.99922824,0.2705470655514515,0.13636363636363635,0.12727272727272726,0.9165657014572127,0.0
Z_54_67,12.945495495495495,77.6125,1,7.9438665e-05,0.09192658484980476,LOW,1305,7.9438665e-05,0.0,0.0,0.0,0.9190275324917584,0.0
Z_54_68,12.945495495495495,77.61712962962963,16,4.8197828e-05,0.1391732997405516,LOW,1017,4.8197828e-05,0.23706238803706473,0.0,0.0,0.9174636278446202,0.0
Z_54_69,12.945495495495495,77.62175925925925,25,7.1127775e-05,0.1600349490082102,LOW,878,7.1127775e-05,0.2841281406368193,0.0,0.0,0.9118798254716499,0.12
Z_54_70,12.945495495495495,77.62638888888888,6,0.003945995,0.1509438440430403,LOW,939,0.003945995,0.13877280339348327,0.0,0.09999999999999999,0.9033881816101866,0.16666666666666663
Z_54_71,12.945495495495495,77.63101851851852,6,7.8079676e-05,0.11732542571415507,LOW,1163,7.8079676e-05,0.13877280339348327,0.0,0.0,0.8954744113220047,0.0
Z_54_73,12.945495495495495,77.64027777777777,2,0.0017333,0.1731719122779362,LOW,788,0.0017333,0.04491474536319661,0.5,0.0,0.8866897315739128,0.0
Z_54_75,12.945495495495495,77.64953703703704,2,4.17997e-05,0.09623065052647611,LOW,1277,4.17997e-05,0.04491474536319661,0.0,0.0,0.8723516154370606,0.0
Z_54_82,12.945495495495495,77.68194444444444,4,0.990404,0.4542158338824862,MEDIUM,510,0.990404,0.10150063242878588,0.25,0.15,0.7679448060916189,0.0
